,age,job,marital,education,smoker,monthlyincome,houseowner,loan,contact,mod_,monthlyhouseholdincome,target_buy
1161,29,unemployed,single,Graduate,no,5991.0,no,no,cellphone,563.0,6162.0,no
1162,55,services,married,secondary,no,5186.0,yes,yes,unknown,241.0,5865.0,no
1163,35,unemployed,married,secondary,no,5977.0,yes,no,cellphone,52.0,6413.0,no
1164,40,self-employed,single,Graduate,no,7893.0,no,no,cellphone,76.0,8680.0,no
1165,34,blue-collar,married,secondary,no,6897.0,yes,yes,cellphone,441.0,7267.0,no
1166,32,technician,single,Graduate,no,10514.0,no,no,cellphone,319.0,10754.0,yes
1167,33,blue-collar,married,secondary,no,5889.0,yes,no,unknown,13.0,6150.0,no
1168,33,management,married,Graduate,no,5273.0,yes,no,unknown,803.0,5529.0,yes
1169,37,admin.,married,secondary,no,6193.0,no,no,cellphone,396.0,6656.0,no
1170,58,management,married,Graduate,no,7729.0,no,no,unknown,188.0,8568.0,no
1171,36,admin.,single,secondary,no,5000.0,no,no,cellphone,637.0,5715.0,no
1172,42,blue-collar,married,secondary,no,5230.0,yes,no,unknown,175.0,5407.0,no
1173,34,technician,single,secondary,no,7729.0,yes,no,cellphone,945.0,7754.0,no
1174,35,management,married,Graduate,no,5317.0,yes,no,unknown,162.0,5794.0,no
1175,60,housemaid,married,primary,no,5517.0,no,no,unknown,1178.0,5972.0,no
1176,50,management,married,Graduate,no,4530.0,yes,no,cellphone,506.0,4874.0,no
1177,28,self-employed,single,Graduate,no,9579.0,no,no,cellphone,409.0,10406.0,yes
1178,27,blue-collar,divorced,secondary,no,5001.0,yes,no,cellphone,116.0,5970.0,no
1179,37,management,married,Graduate,no,10106.0,no,no,cellphone,244.0,10774.0,yes
1180,31,technician,married,Graduate,no,5636.0,yes,no,cellphone,352.0,6133.0,yes
1181,34,services,married,secondary,no,6076.0,no,no,cellphone,152.0,6292.0,yes
1182,38,management,married,Graduate,no,5126.0,yes,no,unknown,164.0,5505.0,no
1183,32,self-employed,married,secondary,no,4967.0,yes,no,unknown,234.0,5648.0,no
1184,37,technician,married,secondary,no,5430.0,no,no,cellphone,154.0,5955.0,no
1185,33,admin.,married,secondary,no,4994.0,yes,no,unknown,566.0,5168.0,no
1186,71,technician,married,Graduate,no,5383.0,no,no,cellphone,327.0,5479.0,no
1187,27,technician,married,secondary,no,5130.0,yes,no,cellphone,265.0,5285.0,no
1188,38,blue-collar,married,primary,no,7569.0,no,no,unknown,172.0,8286.0,no
1189,34,technician,single,secondary,no,5201.0,no,no,cellphone,257.0,5666.0,no
1190,54,retired,divorced,Graduate,no,5000.0,no,no,unknown,618.0,5820.0,yes
1191,30,blue-collar,married,secondary,no,5006.0,yes,no,cellphone,241.0,5156.0,no
1192,35,entrepreneur,single,secondary,no,5475.0,no,yes,cellphone,936.0,6156.0,no
1193,33,blue-collar,single,secondary,no,5706.0,yes,no,cellphone,329.0,6514.0,no
1194,36,management,married,secondary,no,6825.0,yes,no,cellphone,24.0,7133.0,no
1195,59,self-employed,married,Graduate,no,5185.0,no,no,cellphone,177.0,5384.0,no
1196,72,blue-collar,married,primary,no,9415.0,no,no,telephone,120.0,9572.0,no
1197,64,management,married,Graduate,no,5679.0,no,no,telephone,135.0,6069.0,no
1198,53,technician,divorced,secondary,no,5320.0,no,no,cellphone,175.0,6153.0,no
1199,35,management,single,Graduate,no,7988.0,yes,no,cellphone,179.0,8446.0,no
1200,58,self-employed,married,secondary,no,6407.0,yes,no,unknown,58.0,6561.0,no
1201,40,technician,married,secondary,no,6270.0,no,no,cellphone,342.0,7175.0,no
1202,41,services,divorced,secondary,no,5654.0,yes,no,cellphone,139.0,6045.0,no
1203,48,retired,married,primary,no,10173.0,yes,no,unknown,88.0,10337.0,no
1204,44,entrepreneur,married,Graduate,no,8463.0,yes,yes,cellphone,210.0,9191.0,no
1205,39,blue-collar,married,unknown,no,5000.0,no,no,cellphone,731.0,5972.0,no
1206,61,management,married,Graduate,no,11016.0,no,no,cellphone,670.0,11402.0,yes
1207,36,entrepreneur,married,primary,no,5177.0,yes,no,unknown,63.0,5729.0,no
1208,28,management,married,Graduate,no,8694.0,no,yes,cellphone,70.0,9161.0,no
1209,58,retired,single,secondary,no,6640.0,no,yes,cellphone,72.0,7498.0,no
1210,60,admin.,divorced,secondary,no,5174.0,yes,no,cellphone,241.0,5665.0,no
1211,66,admin.,single,secondary,no,15177.0,no,no,cellphone,272.0,15317.0,no
1212,36,management,single,Graduate,no,5490.0,no,no,cellphone,207.0,5698.0,yes
1213,49,self-employed,married,secondary,no,7576.0,yes,no,cellphone,64.0,8523.0,no
1214,40,services,married,secondary,no,5000.0,no,no,unknown,543.0,5389.0,no
1215,23,technician,single,secondary,no,5598.0,no,no,cellphone,166.0,6239.0,no
1216,29,management,single,Graduate,no,20459.0,no,no,cellphone,245.0,21102.0,no
1217,44,blue-collar,married,primary,no,5271.0,yes,yes,unknown,94.0,6145.0,no
1218,54,unknown,married,unknown,no,7508.0,no,no,unknown,34.0,8211.0,no
1219,47,blue-collar,married,primary,no,5320.0,no,no,telephone,203.0,5992.0,no
1220,33,admin.,married,Graduate,no,5640.0,no,no,cellphone,318.0,6623.0,no
1221,30,self-employed,married,secondary,no,6772.0,yes,no,cellphone,158.0,7424.0,no
1222,27,admin.,single,secondary,no,5015.0,no,yes,cellphone,177.0,5639.0,no
1223,49,management,divorced,Graduate,no,7370.0,yes,yes,unknown,56.0,7986.0,no
1224,27,services,single,secondary,no,5201.0,yes,no,unknown,172.0,5531.0,no
1225,51,blue-collar,married,secondary,no,5160.0,yes,no,cellphone,136.0,6077.0,no
1226,32,admin.,divorced,secondary,yes,5005.0,yes,yes,cellphone,82.0,5732.0,no
1227,30,blue-collar,single,secondary,no,5075.0,yes,no,unknown,123.0,5370.0,no
1228,33,admin.,married,secondary,no,9902.0,yes,no,cellphone,110.0,9950.0,no
1229,27,blue-collar,single,primary,no,4921.0,yes,no,unknown,385.0,5239.0,no
1230,75,retired,divorced,secondary,no,6341.0,no,no,cellphone,415.0,6776.0,yes
1231,37,services,divorced,secondary,no,5490.0,yes,no,cellphone,73.0,6454.0,no
1232,36,technician,single,secondary,no,6521.0,yes,no,unknown,243.0,6613.0,no
1233,37,blue-collar,married,secondary,no,5131.0,yes,no,unknown,137.0,5519.0,no
1234,35,management,married,Graduate,no,5008.0,yes,no,unknown,55.0,5799.0,no
1235,32,services,married,secondary,no,4368.0,yes,yes,cellphone,18.0,4715.0,no
1236,32,admin.,single,secondary,no,5116.0,no,yes,cellphone,255.0,6074.0,no
1237,35,admin.,married,primary,no,5189.0,yes,no,cellphone,95.0,5624.0,no
1238,31,blue-collar,married,primary,no,5002.0,yes,yes,cellphone,112.0,5197.0,no
1239,28,blue-collar,single,secondary,no,9229.0,yes,yes,cellphone,205.0,10108.0,no
1240,27,services,married,secondary,no,5054.0,yes,no,cellphone,97.0,5349.0,no
1241,22,student,single,unknown,no,5549.0,no,no,cellphone,154.0,5572.0,no
1242,35,blue-collar,married,primary,no,5298.0,yes,no,cellphone,135.0,6126.0,no
1243,69,retired,married,primary,no,5579.0,no,no,cellphone,230.0,6462.0,no
1244,37,entrepreneur,single,Graduate,no,6467.0,yes,yes,cellphone,349.0,7267.0,no
1245,45,admin.,single,secondary,no,5000.0,yes,no,cellphone,38.0,5382.0,no
1246,47,management,married,Graduate,no,5109.0,yes,no,cellphone,268.0,5211.0,no
1247,52,management,married,Graduate,no,4989.0,yes,no,cellphone,94.0,5796.0,no
1248,33,services,married,secondary,no,5090.0,yes,no,cellphone,263.0,5428.0,no
1249,60,blue-collar,married,primary,no,5493.0,no,no,cellphone,671.0,6412.0,yes
1250,33,management,divorced,secondary,no,6897.0,yes,yes,unknown,197.0,6983.0,no
1251,44,admin.,married,secondary,no,7403.0,yes,no,cellphone,180.0,8175.0,no
1252,38,entrepreneur,married,secondary,no,5868.0,no,no,cellphone,452.0,6655.0,no
1253,54,entrepreneur,married,secondary,no,5653.0,yes,no,unknown,352.0,5945.0,no
1254,32,unemployed,divorced,primary,no,5000.0,no,no,cellphone,175.0,5189.0,no
1255,33,technician,married,secondary,no,5000.0,yes,yes,cellphone,163.0,5899.0,no
1256,55,services,divorced,secondary,no,5218.0,yes,no,unknown,200.0,6077.0,no
1257,51,blue-collar,married,primary,no,10050.0,no,yes,unknown,75.0,11016.0,no
1258,48,blue-collar,married,secondary,no,5741.0,yes,no,cellphone,227.0,5996.0,no
1259,37,services,single,secondary,no,6050.0,yes,no,cellphone,586.0,6624.0,no
1260,33,services,single,secondary,no,4944.0,no,yes,cellphone,119.0,5637.0,no
1261,30,blue-collar,married,primary,no,5001.0,yes,yes,telephone,80.0,5272.0,no
1262,43,blue-collar,married,primary,no,4902.0,yes,yes,cellphone,112.0,5516.0,no
1263,49,technician,married,secondary,no,9667.0,yes,no,unknown,130.0,9738.0,no
1264,54,unemployed,married,primary,no,5541.0,yes,no,cellphone,237.0,5880.0,no
1265,31,unemployed,married,Graduate,no,12744.0,no,no,cellphone,377.0,13097.0,no
1266,54,unknown,married,unknown,no,5895.0,no,no,cellphone,335.0,6405.0,yes
1267,36,unemployed,married,secondary,no,4871.0,yes,no,cellphone,121.0,4989.0,no
1268,30,admin.,married,secondary,no,5000.0,no,no,cellphone,127.0,5926.0,no
1269,27,technician,single,secondary,no,5158.0,no,no,unknown,650.0,5283.0,yes
1270,30,admin.,married,secondary,no,5122.0,yes,no,unknown,107.0,5877.0,no
1271,30,blue-collar,married,secondary,no,5673.0,yes,no,unknown,610.0,6519.0,no
1272,35,technician,divorced,secondary,no,5000.0,no,no,cellphone,124.0,5600.0,no
1273,33,services,divorced,secondary,no,5411.0,yes,no,unknown,216.0,6233.0,no
1274,43,blue-collar,divorced,primary,no,4903.0,yes,yes,cellphone,747.0,5792.0,no
1275,41,blue-collar,married,secondary,no,4783.0,yes,no,cellphone,313.0,5544.0,no
1276,41,management,divorced,Graduate,no,10037.0,no,no,cellphone,252.0,10335.0,yes
1277,46,admin.,divorced,secondary,no,7232.0,no,no,cellphone,121.0,7551.0,yes
1278,54,blue-collar,married,secondary,no,4068.0,yes,no,unknown,799.0,4410.0,no
1279,32,management,married,Graduate,no,5913.0,yes,no,cellphone,883.0,6211.0,no
1280,30,technician,single,Graduate,no,5236.0,yes,no,unknown,197.0,5874.0,no
1281,40,entrepreneur,married,primary,no,5000.0,yes,no,cellphone,271.0,5059.0,no
1282,30,blue-collar,married,primary,no,7581.0,no,no,unknown,221.0,7626.0,no
1283,27,admin.,married,secondary,no,5639.0,no,yes,cellphone,243.0,5940.0,no
1284,41,blue-collar,married,primary,no,5849.0,yes,no,unknown,72.0,6707.0,no
1285,54,services,married,secondary,no,5386.0,yes,no,cellphone,155.0,5567.0,no
1286,32,management,single,Graduate,no,6218.0,yes,no,telephone,70.0,6476.0,no
1287,31,management,married,Graduate,no,7603.0,yes,no,cellphone,280.0,8517.0,yes
1288,42,blue-collar,married,secondary,no,4079.0,yes,no,unknown,115.0,4687.0,no
1289,48,admin.,married,primary,no,5607.0,no,no,unknown,29.0,6026.0,no
1290,34,blue-collar,married,primary,no,5079.0,yes,no,cellphone,406.0,5661.0,no
1291,55,technician,divorced,secondary,no,5061.0,yes,yes,cellphone,113.0,5400.0,no
1292,49,technician,married,secondary,no,6091.0,no,no,telephone,47.0,6225.0,no
1293,46,management,divorced,Graduate,no,5743.0,no,no,unknown,36.0,6597.0,no
1294,47,entrepreneur,married,unknown,no,5209.0,yes,no,unknown,135.0,6039.0,no
1295,24,management,single,Graduate,no,5172.0,no,no,cellphone,67.0,5905.0,no
1296,58,entrepreneur,married,secondary,no,5002.0,no,no,unknown,684.0,5979.0,no
1297,32,management,single,Graduate,no,5041.0,no,no,cellphone,686.0,5256.0,yes
1298,25,student,single,secondary,no,6116.0,yes,no,cellphone,170.0,6687.0,no
1299,49,blue-collar,married,secondary,no,4945.0,no,no,unknown,150.0,5035.0,no
1300,59,retired,divorced,secondary,no,10845.0,no,no,cellphone,1060.0,10998.0,yes
1301,30,management,single,Graduate,no,5329.0,yes,no,unknown,122.0,6250.0,no
1302,46,blue-collar,married,secondary,no,5494.0,yes,no,unknown,724.0,5999.0,no
1303,42,management,married,unknown,no,6519.0,no,no,cellphone,230.0,7148.0,yes
1304,37,entrepreneur,married,Graduate,no,7685.0,no,no,unknown,187.0,8002.0,no
1305,44,blue-collar,married,primary,no,4986.0,yes,yes,unknown,179.0,5831.0,no
1306,49,services,married,secondary,no,10673.0,no,yes,cellphone,357.0,10989.0,no
1307,41,blue-collar,married,secondary,no,6459.0,no,no,unknown,82.0,6481.0,no
1308,48,technician,married,Graduate,no,5000.0,no,no,telephone,176.0,5103.0,no
1309,31,management,married,secondary,no,5625.0,yes,no,cellphone,424.0,6583.0,no
1310,37,student,married,unknown,no,5000.0,no,no,unknown,115.0,5606.0,no
1311,51,services,married,secondary,no,5867.0,yes,no,cellphone,177.0,6756.0,no
1312,80,retired,married,secondary,no,13304.0,no,no,telephone,712.0,14208.0,yes
1313,32,management,single,Graduate,no,5151.0,yes,no,unknown,118.0,6110.0,no
1314,48,services,married,primary,yes,4417.0,yes,no,unknown,25.0,5079.0,no
1315,49,blue-collar,married,Graduate,no,6784.0,no,no,unknown,753.0,7112.0,no
1316,30,management,married,Graduate,no,8134.0,yes,no,cellphone,124.0,8267.0,no
1317,27,self-employed,single,secondary,no,5049.0,yes,no,cellphone,208.0,5101.0,no
1318,34,technician,married,secondary,no,4654.0,no,no,cellphone,136.0,5503.0,no
1319,49,management,married,secondary,no,6623.0,yes,no,cellphone,1081.0,7107.0,yes
1320,48,management,married,Graduate,no,5060.0,no,no,telephone,376.0,5471.0,no
1321,40,services,married,secondary,no,5017.0,no,no,cellphone,78.0,5954.0,no
1322,38,blue-collar,married,secondary,no,7008.0,yes,no,cellphone,354.0,7632.0,no
1323,46,blue-collar,married,primary,no,5091.0,yes,no,cellphone,29.0,5369.0,no
1324,41,entrepreneur,married,Graduate,no,5171.0,yes,no,cellphone,209.0,5596.0,no
1325,28,management,single,Graduate,no,6027.0,yes,no,cellphone,433.0,6669.0,no
1326,51,services,married,unknown,no,10801.0,yes,no,unknown,147.0,11096.0,no
1327,33,blue-collar,divorced,primary,no,5142.0,yes,no,telephone,41.0,5784.0,no
1328,26,management,single,Graduate,no,5205.0,no,no,unknown,111.0,5943.0,no
1329,34,admin.,single,secondary,no,5852.0,no,no,cellphone,108.0,6381.0,no
1330,27,blue-collar,married,secondary,yes,4416.0,yes,no,cellphone,411.0,4683.0,no
1331,42,self-employed,married,secondary,no,5097.0,no,no,cellphone,108.0,5808.0,no
1332,45,admin.,married,secondary,no,5204.0,yes,no,cellphone,224.0,5698.0,yes
1333,31,technician,single,secondary,no,5628.0,yes,no,unknown,1083.0,5950.0,no
1334,32,management,single,Graduate,no,5311.0,no,no,unknown,757.0,5514.0,yes
1335,39,blue-collar,married,primary,no,6564.0,no,no,unknown,57.0,7478.0,no
1336,26,blue-collar,single,secondary,no,5856.0,yes,yes,cellphone,95.0,6398.0,no
1337,40,management,single,Graduate,no,6509.0,no,no,cellphone,144.0,6542.0,no
1338,52,services,married,secondary,no,4112.0,no,no,cellphone,135.0,5007.0,no
1339,40,technician,single,Graduate,no,5226.0,no,no,cellphone,176.0,5598.0,no
1340,48,technician,married,secondary,no,5127.0,no,yes,cellphone,524.0,6050.0,no
1341,31,services,married,secondary,no,5413.0,yes,no,unknown,65.0,5782.0,no
1342,27,admin.,married,secondary,no,5710.0,yes,yes,cellphone,653.0,6014.0,yes
1343,47,technician,married,secondary,no,6233.0,yes,no,unknown,91.0,6693.0,yes
1344,28,management,single,secondary,no,5171.0,no,no,cellphone,93.0,6143.0,yes
1345,40,management,divorced,Graduate,no,5069.0,yes,no,cellphone,503.0,5985.0,no
1346,34,admin.,married,secondary,no,6499.0,yes,no,cellphone,186.0,6512.0,no
1347,29,self-employed,married,Graduate,no,5751.0,yes,no,unknown,121.0,5887.0,no
1348,36,management,married,Graduate,no,5061.0,no,yes,cellphone,452.0,5811.0,no
1349,83,retired,married,primary,no,5425.0,no,no,telephone,883.0,5495.0,yes
1350,55,services,divorced,primary,no,7923.0,yes,no,unknown,104.0,8061.0,no
1351,43,management,divorced,Graduate,no,5099.0,no,no,cellphone,24.0,6057.0,no
1352,23,student,single,secondary,no,6021.0,no,no,telephone,79.0,6318.0,no
1353,44,technician,married,Graduate,no,6146.0,no,no,cellphone,178.0,6430.0,no
1354,58,blue-collar,married,primary,no,5781.0,yes,no,cellphone,74.0,5885.0,no
1355,29,admin.,single,secondary,no,6448.0,no,no,cellphone,217.0,6701.0,no
1356,30,management,single,Graduate,no,5604.0,no,yes,cellphone,475.0,6172.0,no
1357,29,admin.,single,secondary,no,4806.0,yes,no,cellphone,127.0,5773.0,no
1358,41,technician,married,secondary,no,5000.0,no,no,cellphone,101.0,5294.0,no
1359,35,housemaid,married,primary,no,5000.0,yes,no,cellphone,340.0,5699.0,no
1360,31,technician,single,secondary,no,6014.0,yes,no,cellphone,158.0,6907.0,no
1361,27,admin.,single,Graduate,no,5073.0,no,no,cellphone,242.0,5877.0,no
1362,47,services,married,secondary,no,7597.0,yes,no,unknown,323.0,8025.0,no
1363,53,self-employed,married,Graduate,no,7627.0,yes,yes,unknown,18.0,7998.0,no
1364,34,management,married,Graduate,no,6906.0,yes,no,cellphone,68.0,7761.0,no
1365,34,blue-collar,married,primary,no,4681.0,yes,yes,cellphone,134.0,4769.0,no
1366,36,management,married,Graduate,no,4704.0,yes,no,cellphone,113.0,5365.0,no
1367,40,technician,married,secondary,no,5169.0,yes,no,cellphone,43.0,5491.0,no
1368,37,self-employed,single,Graduate,no,5556.0,no,no,unknown,200.0,5831.0,no
1369,65,retired,divorced,unknown,no,5300.0,no,no,cellphone,245.0,5799.0,no
1370,53,technician,divorced,secondary,no,5751.0,yes,no,unknown,343.0,5761.0,no
1371,28,technician,single,secondary,no,5126.0,no,no,cellphone,229.0,6099.0,no
1372,33,technician,divorced,Graduate,no,4614.0,yes,no,unknown,530.0,5150.0,no
1373,56,blue-collar,married,primary,no,5379.0,no,no,cellphone,58.0,6249.0,no
1374,45,self-employed,married,secondary,no,5706.0,no,no,cellphone,78.0,6480.0,no
1375,39,technician,married,secondary,no,14121.0,no,no,unknown,147.0,14959.0,no
1376,28,management,single,Graduate,no,6466.0,yes,no,cellphone,40.0,6517.0,no
1377,36,blue-collar,married,primary,no,5000.0,yes,no,cellphone,618.0,5459.0,no
1378,41,blue-collar,married,primary,no,5951.0,yes,no,cellphone,23.0,6604.0,no
1379,46,admin.,married,secondary,no,5368.0,no,no,cellphone,293.0,5889.0,yes
1380,41,blue-collar,married,secondary,no,5121.0,yes,no,cellphone,16.0,5972.0,no
1381,59,services,married,secondary,no,5204.0,no,no,cellphone,286.0,5467.0,no
1382,24,admin.,married,secondary,no,5299.0,yes,no,cellphone,209.0,5534.0,no
1383,34,management,married,Graduate,no,9170.0,yes,no,unknown,935.0,9860.0,no
1384,40,blue-collar,married,primary,no,4665.0,yes,no,unknown,260.0,5372.0,no
1385,42,admin.,married,secondary,no,8165.0,yes,no,unknown,298.0,8761.0,no
1386,50,services,married,secondary,no,5254.0,yes,no,cellphone,397.0,5384.0,no
1387,25,management,single,Graduate,no,5553.0,yes,no,cellphone,113.0,5959.0,no
1388,51,services,divorced,secondary,no,5518.0,yes,no,telephone,76.0,6163.0,no
1389,50,management,married,Graduate,no,5085.0,no,yes,cellphone,141.0,5273.0,no
1390,37,blue-collar,married,unknown,no,5603.0,yes,no,unknown,773.0,6202.0,no
1391,21,services,single,secondary,no,5361.0,no,no,telephone,329.0,5716.0,no
1392,52,blue-collar,married,secondary,no,4902.0,yes,no,unknown,423.0,5554.0,no
1393,55,retired,married,primary,no,9424.0,no,no,cellphone,67.0,9959.0,no
1394,26,technician,single,secondary,no,7610.0,yes,yes,unknown,626.0,7945.0,no
1395,38,technician,married,Graduate,no,8234.0,no,no,cellphone,578.0,9017.0,yes
1396,32,blue-collar,married,secondary,no,5687.0,yes,no,unknown,61.0,6669.0,no
1397,31,blue-collar,married,secondary,no,5631.0,yes,no,unknown,248.0,6608.0,no
1398,34,technician,single,secondary,no,5341.0,no,yes,cellphone,136.0,5490.0,no
1399,33,technician,single,Graduate,no,5316.0,no,no,cellphone,126.0,5399.0,no
1400,35,technician,married,secondary,no,5002.0,no,no,telephone,653.0,5364.0,no
1401,44,management,married,unknown,no,5415.0,yes,no,telephone,7.0,6311.0,no
1402,48,management,divorced,Graduate,no,5507.0,yes,no,cellphone,528.0,6029.0,no
1403,29,blue-collar,married,secondary,no,5912.0,yes,no,cellphone,785.0,6131.0,no
1404,50,management,married,Graduate,no,5000.0,no,no,cellphone,243.0,5180.0,no
1405,37,blue-collar,married,primary,no,5037.0,yes,no,cellphone,24.0,5887.0,no
1406,44,admin.,single,secondary,no,7524.0,no,no,unknown,82.0,7835.0,no
1407,36,unemployed,single,Graduate,no,14019.0,yes,no,unknown,952.0,15003.0,no
1408,49,blue-collar,divorced,unknown,no,5039.0,yes,no,cellphone,27.0,5822.0,no
1409,31,blue-collar,married,secondary,no,5000.0,yes,no,unknown,143.0,5122.0,no
1410,49,technician,divorced,secondary,no,5265.0,yes,no,unknown,274.0,5737.0,no
